artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
L.Demare,tango,track,Carnavalito,2001,1xK58IwHzcCGZ6JvG0lDbJ," <a href=""https://www.last.fm/music/L.Demare"">Read more on Last.fm</a>",1,12,,,
Trio Yengibarjan,tango,track,Fracanapa,2001,7dx5DalyUDQYCIC6F8IM7H,"Trio Yengibarjan: David Yengibarjan / Gabor Juhasz / Jozsef Barcza Horvath David Yengibarjan - armenian accordion player living in Hungary. Inspired by Astor Piazzolla for the album 'Tango Passion'. <a href=""https://www.last.fm/music/Trio+Yengibarjan"">Read more on Last.fm</a>",302,4932,Harcsa Veronika,Emil.Rulez!,Amorf Ördögök
Klaus Jäckle,tango,track,Adiós Noniño,2001,62cU50REcf2iLyrmhw5G1L," <a href=""https://www.last.fm/music/Klaus+J%C3%A4ckle"">Read more on Last.fm</a>",9803,27598,Musica Antiqua New York,Tbilisi Symphony Orchestra & Jansug Kakhidze,"St. Petersburg Radio and TV Symphony Orchestra, Pavel Popov & Stanislav Gorkovenko"
Che Chino,tango,track,Valcesito,2001,3wBYlXi79a9r3nMrGzUdPr," <a href=""https://www.last.fm/music/Che+Chino"">Read more on Last.fm</a>",255,5195,Agrupación Mamanis,Las Manos De Filippi,La Manos de Filippi
Raul Jaurena,tango,track,Por Una Cabeza,2001,4eHrYk7eZAQaXcH1lasWVf," <a href=""https://www.last.fm/music/Raul+Jaurena"">Read more on Last.fm</a>",370,3843,Fernando Otero,Carlos Di Sarli,Rodolfo Biagi
Che Chino,tango,track,Conejo Karateca,2001,1iDs7aoKmCFwdwzYELBvWj," <a href=""https://www.last.fm/music/Che+Chino"">Read more on Last.fm</a>",255,5195,Agrupación Mamanis,Las Manos De Filippi,La Manos de Filippi
Trio Yengibarjan,tango,track,Catango,2001,0VE0heYbp03PKPrHgBcOIU,"Trio Yengibarjan: David Yengibarjan / Gabor Juhasz / Jozsef Barcza Horvath David Yengibarjan - armenian accordion player living in Hungary. Inspired by Astor Piazzolla for the album 'Tango Passion'. <a href=""https://www.last.fm/music/Trio+Yengibarjan"">Read more on Last.fm</a>",302,4932,Harcsa Veronika,Emil.Rulez!,Amorf Ördögök
Quique Sinesi,tango,track,The Lady,2001,5wE5GdOef8jsaAuILehOpz,"Quique Sinesi ; (キケ・シネーシ) Quique Sinesi (b. March 13, 1960) is a Latin Grammy Award-winning, Argentinian guitarist. He has performed with artists such as Joe Lovano, Dino Saluzzi, Pablo Ziegler, Enrico Rava, and Charlie Mariano. 引用元：http://www.geocities.jp/musica_arbrfr/quiquesinesi.html キケ・シネシ。1960年、ブエノスアイレスに生まれる。幼少よりクラシック、ジャズギター、作編曲の教育をうけ、プロとしてのキャリアは1974年、キケが14歳のと時からというから早熟な天才だったのだろう。Pedro Aznar、Ruben Rada、Lito EpumerやMono Fontanaらとセッションを繰り返していたらしい。1982年にバンドネオン奏者Dino Saluziのカルテット一員としてヨーロッパツアーに同行。キケにとっての初ヨーロッパツアーとなった。1984年にAlfombra MagicaをMatias Gonzales、Horacio Lopesと結成し3枚のアルバムを録音した。そして1986年ピアソラバンドのピアニストだったPablo Zieglerのカルテットに参加。またデンマークのトロンボーン奏者Erling Kronerのアルバムの録音にも参加している。1992年Dino Saluziの2回目のヨーロッパツアーに同行、またPablo Zieglerの北中南米ツアー、ヨーロッパツアーに同行するなど、世界をまたに活動をするようになった。 1989年キケのファーストアルバム”Cielo Abierto”を発表（1996年にMelopeaよりCDリリース）。Alfombra Magicaのメンバー、Cesar Franov、Alejandro Franpvらが参加している。“Cielo Abierto”、「Open Sky」。杉林から舞い降りる木漏れ陽、覗かれる白い空。ジャズ、ロック、クラシック、フォルクローレそのどれでもない、そこに差し込む陽の光のように、照らすことによりその時その場所にしかないものを呼び覚ますキケのギター。その名に相応しく“Cielo Abierto”はキケの代表曲となった。 その後、アルゼンチン、チリでの国際的ギターフェスティバルに参加、ヨーロッパ、アルゼンチンでジャンルを問わず様々なアーティスト達と活動を続け、1998年にアルゼンチンのEpsaレーベル世界にギタリストシリーズとして、セカンドアルバム”Danza sin fin”（Endless Dance）をリリース。同年Epsaよりクラリネット奏者Marcelo Moguilevskyとのデュオアルバム”Soltando Amarras”（Free from Bounds）をリリース。 2000年にはドイツのレーベルから立て続けに新作をリリース。ケルンのVelve-HeartsよりピアニストPablo Paredes、チリ人フォルクローレミュージシャンSergio Teranとのアルバム”Viaje Latinoamericano”をリリース。ECMがフォルクローレ音楽を取り上げたらこんなアルバムになるのでは、という感じの美しい音楽になっている。 そしてインディペンデントレーベルGenuit Musikよりサードアルバム”Color Cielo”（Color of Sky）をリリース。絵を描くように、本を書くように作ったというこのアルバム。Charlie Mariano、Markus Stockhausen、Mitchel Forman という変わった面子が参加。ヨーロッパで、ヨーロッパのミュージシャンとキケのアルゼンチンへの思いをこめたアルバムだ。ヨーロッパにおけるキケの活動の一先ずの集成といっていいだろう。 そして2001年には、4thアルバム”Microtangos”をドイツのAcoustic Music Recordsよりリリース。ジャズミュージシャンとの共演の多かったキケが、改めてソロギタリストとしての自分をアピールしたアルバムだ。1曲目はあのCielo Albierto。キケを初めて聴く人にはまずこれをすすめたい。 EnjaレーベルからCharlie Marianoとのデュオ”Tango para Charlie”がリリース。 また、ドイツ在住のアルゼンチン人パーカッション奏者Daniel Messinaとのデュオアルバム”Prioridad a la emocion”をDanielの個人レーベル”art-mode-records”よりリリース。DanielはBarbara Dennerleinと活動している人物だ。面白いことに、キケはこのアルバムの製作理由を二人のスピネッタへのリスペクトより生まれたという。 2003年にリリースされたアルゼンチンのシンガーSilvia Iriondoの3rd”Tierra que anda”でもキケの素晴らしい演奏が聴くことができる（1st、2ndにも参加している）。 EnjaからはPablo ZieglerとのNew Tango Duo”Bajo Cero”をリリース。”Bajo Cero”と、前述のCharlie Marianoとのデュオ”Tango para Charlie”は国内盤もリリースされた！Pablo Zieglerとは韓国までツアーできたというのに日本へは来ず！なぜ？!おかしすぎるよ。 他にも参加作品は数多いが、代表作はこんなところだろうか。 キケのギターの音は彼のアルバムタイトルで語られている。“Cielo Abierto”、 ”Danza sin fin”、そして”Color Cielo”。空に浮かび輝く終わりのないダンス。それは光をまとい、風を友とし、雲と戯れる、静かで優雅なダンス。 何時の日か、そのダンスを目の前で、そしてともに踊れる日を、木漏れ陽の向こうに想う <a href=""https://www.last.fm/music/Quique+Sinesi"">Read more on Last.fm</a>",7117,52814,Carlos Moscardini,Hector Ayala,Puente Celeste
Julia Zenko,tango,track,Siempre Se Vuelve A Buenos Aires,2001,0RNe4D5BgTtU7vbZM7dnSe," <a href=""https://www.last.fm/music/Julia+Zenko"">Read more on Last.fm</a>",3539,18038,Patricia Sosa,Nicolas Ledesma,Lina Avellaneda
Julia Zenko,tango,track,Los Pajaros Perdidos,2001,5U2PK4b3BreMkRR5fHX5vq," <a href=""https://www.last.fm/music/Julia+Zenko"">Read more on Last.fm</a>",3539,18038,Patricia Sosa,Nicolas Ledesma,Lina Avellaneda
Klaus Jäckle,tango,track,Verano Porteño,2001,4tFdBErL2DcS6ZJWAMCV8y," <a href=""https://www.last.fm/music/Klaus+J%C3%A4ckle"">Read more on Last.fm</a>",9803,27598,Musica Antiqua New York,Tbilisi Symphony Orchestra & Jansug Kakhidze,"St. Petersburg Radio and TV Symphony Orchestra, Pavel Popov & Stanislav Gorkovenko"
Julia Zenko,tango,track,Chiquilin De Bachin,2001,2or1YjfzpYNc0e0yRWCaEH," <a href=""https://www.last.fm/music/Julia+Zenko"">Read more on Last.fm</a>",3539,18038,Patricia Sosa,Nicolas Ledesma,Lina Avellaneda
Julia Zenko,tango,track,Los Espejos,2001,3ljV2xIrh8RgsiqEbld1Da," <a href=""https://www.last.fm/music/Julia+Zenko"">Read more on Last.fm</a>",3539,18038,Patricia Sosa,Nicolas Ledesma,Lina Avellaneda
Klaus Jäckle,tango,track,Libertango für Violine und Gitarre,2001,7upmX3l2bDZN1hpo84yJZW," <a href=""https://www.last.fm/music/Klaus+J%C3%A4ckle"">Read more on Last.fm</a>",9803,27598,Musica Antiqua New York,Tbilisi Symphony Orchestra & Jansug Kakhidze,"St. Petersburg Radio and TV Symphony Orchestra, Pavel Popov & Stanislav Gorkovenko"
Trio Yengibarjan,tango,track,Round Dance,2001,0UMi9caeX7JhnSFHng7UHa,"Trio Yengibarjan: David Yengibarjan / Gabor Juhasz / Jozsef Barcza Horvath David Yengibarjan - armenian accordion player living in Hungary. Inspired by Astor Piazzolla for the album 'Tango Passion'. <a href=""https://www.last.fm/music/Trio+Yengibarjan"">Read more on Last.fm</a>",302,4932,Harcsa Veronika,Emil.Rulez!,Amorf Ördögök
Julia Zenko,tango,track,Vete De Mi,2001,4xU6xAQ7sRDY7liDAEpwlL," <a href=""https://www.last.fm/music/Julia+Zenko"">Read more on Last.fm</a>",3539,18038,Patricia Sosa,Nicolas Ledesma,Lina Avellaneda
Che Chino,tango,track,Himno al Guaro,2001,6KD1SCGU7pl86h4lHoWlxd," <a href=""https://www.last.fm/music/Che+Chino"">Read more on Last.fm</a>",255,5195,Agrupación Mamanis,Las Manos De Filippi,La Manos de Filippi
Che Chino,tango,track,La Hermana Jacinta,2001,3vfK7mVrH9nisKB5CKVnab," <a href=""https://www.last.fm/music/Che+Chino"">Read more on Last.fm</a>",255,5195,Agrupación Mamanis,Las Manos De Filippi,La Manos de Filippi
Che Chino,tango,track,La Medallita,2001,50OJDWoXVpALORalYOVg1I," <a href=""https://www.last.fm/music/Che+Chino"">Read more on Last.fm</a>",255,5195,Agrupación Mamanis,Las Manos De Filippi,La Manos de Filippi
Che Chino,tango,track,Mi Bandoneón Arrabalero,2001,09E5CWBByaXS7ZiUsxbR0k," <a href=""https://www.last.fm/music/Che+Chino"">Read more on Last.fm</a>",255,5195,Agrupación Mamanis,Las Manos De Filippi,La Manos de Filippi
F. Canaro,tango,track,Candombe criollo,2001,0NWrBqTlrmmiLxuAVwe578," <a href=""https://www.last.fm/music/F.+Canaro"">Read more on Last.fm</a>",102,355,Biagi - Jesús Ventura,Hermida-Merlino,Piazzolla - J de Dios Filiberto
Julia Zenko,tango,track,Sin Piel,2001,0ZyNIS7c865c8Q2YE3HdLu," <a href=""https://www.last.fm/music/Julia+Zenko"">Read more on Last.fm</a>",3539,18038,Patricia Sosa,Nicolas Ledesma,Lina Avellaneda
Julia Zenko,tango,track,Balada Para Un Loco,2001,0p7EWAalp6K6a8NH1L5xk6," <a href=""https://www.last.fm/music/Julia+Zenko"">Read more on Last.fm</a>",3539,18038,Patricia Sosa,Nicolas Ledesma,Lina Avellaneda
Julia Zenko,tango,track,Balada Para Mi Muerte,2001,4QVaHx7UiCjtIHUe2Z5Tcm," <a href=""https://www.last.fm/music/Julia+Zenko"">Read more on Last.fm</a>",3539,18038,Patricia Sosa,Nicolas Ledesma,Lina Avellaneda
Julia Zenko,tango,track,Barco Quieto,2001,5swaBqDy9JGN16K1KtiQ63," <a href=""https://www.last.fm/music/Julia+Zenko"">Read more on Last.fm</a>",3539,18038,Patricia Sosa,Nicolas Ledesma,Lina Avellaneda
Che Chino,tango,track,Año Cero,2001,3rqFtH0nPQbWmtTnT4Eti5," <a href=""https://www.last.fm/music/Che+Chino"">Read more on Last.fm</a>",255,5195,Agrupación Mamanis,Las Manos De Filippi,La Manos de Filippi
Julia Zenko,tango,track,Que Tristeza,2001,6tTyIzLXfuyv3p47sjgj9B," <a href=""https://www.last.fm/music/Julia+Zenko"">Read more on Last.fm</a>",3539,18038,Patricia Sosa,Nicolas Ledesma,Lina Avellaneda
Luis Bacalov Quartet,tango,track,Paso Triple,2001,02MyCbn8qzrQqV2PGa0rCE," <a href=""https://www.last.fm/music/Luis+Bacalov+Quartet"">Read more on Last.fm</a>",83,328,Diego Urcola,Greg Reitan,"Salvatore Bonafede, Enrico Rava, John Abercrombie, Ben Street, Clarence Pen"
Jacqueline Sigaut,tango,track,La Voz de Buenos Aires,2001,03OrZxX8j0NIStvlnA1gfl," <a href=""https://www.last.fm/music/Jacqueline+Sigaut"">Read more on Last.fm</a>",39,137,Amelita Baltar,,
Trio Yengibarjan,tango,track,Veri Veri,2001,0ShCFmEPekoV71o96fOEL9,"Trio Yengibarjan: David Yengibarjan / Gabor Juhasz / Jozsef Barcza Horvath David Yengibarjan - armenian accordion player living in Hungary. Inspired by Astor Piazzolla for the album 'Tango Passion'. <a href=""https://www.last.fm/music/Trio+Yengibarjan"">Read more on Last.fm</a>",302,4932,Harcsa Veronika,Emil.Rulez!,Amorf Ördögök
Orquesta Color Tango,tango,track,Malajunta,2001,0CwNnfVBLAeOJRfaBVAO52," <a href=""https://www.last.fm/music/Orquesta+Color+Tango"">Read more on Last.fm</a>",777,10055,Carlos Di Sarli,Color Tango,Alfredo De Angelis
Orquesta Color Tango,tango,track,La Mariposa,2001,1Qg5U8EuZHdsSyn8GeAFRt," <a href=""https://www.last.fm/music/Orquesta+Color+Tango"">Read more on Last.fm</a>",777,10055,Carlos Di Sarli,Color Tango,Alfredo De Angelis
José Parra,tango,track,El Alba (Tangos),2001,0ZXGwHksuK3lRsQBjfEDtI," <a href=""https://www.last.fm/music/+noredirect/Jos%C3%A9+Parra"">Read more on Last.fm</a>",751,2681,Pansequito,Vicente Soto Sordera,Sonia Miranda
Orquesta Color Tango,tango,track,Recuerdo,2001,1kfvT1DCc027mBmB3C3NVe," <a href=""https://www.last.fm/music/Orquesta+Color+Tango"">Read more on Last.fm</a>",777,10055,Carlos Di Sarli,Color Tango,Alfredo De Angelis
Orquesta Color Tango,tango,track,Milonga De Mis Amores,2001,2wFlNPWACLdUsbyf5MAwoT," <a href=""https://www.last.fm/music/Orquesta+Color+Tango"">Read more on Last.fm</a>",777,10055,Carlos Di Sarli,Color Tango,Alfredo De Angelis
Perla De Cadiz,tango,track,A la Virgen del Rosario,2001,7egJGpZRXKfiXEpXXxenDB," <a href=""https://www.last.fm/music/+noredirect/Perla+de+Cadiz"">Read more on Last.fm</a>",60,236,La Paquera de Jerez,La Niña De Los Peines,Pericón de Cádiz
Chiquetete,tango,track,Dame Tu Querer (Tangos),2001,6VtF1PWnpvP43KkdQ8xadM,"Chiquetete (Antonio José Cortés Pantoja, Algeciras, Spain, 26 July 1948 - 16 December 2018) was a Spanish flamenco singer. <a href=""https://www.last.fm/music/Chiquetete"">Read more on Last.fm</a>",22454,145144,Los Chunguitos,Los Chichos,Manzanita
Samuel Barber,tango,track,"Souvenirs, Op. 28 (version for orchestra): V. Hesitation-Tango (A Bedroom Affair)",2001,7EJOuIFDMikNFnr5fkQgES,"Samuel Osborne Barber (March 9, 1910–January 23, 1981) was an American composer of classical music, best known for his Adagio for Strings. He was born in West Chester, Pennsylvania and began to compose at the age of seven. He studied at the Curtis Institute of Music in Philadelphia before becoming a fellow of the American Academy in Rome in 1935. The following year he wrote his String Quartet in B minor, the second movement of which he would arrange <a href=""https://www.last.fm/music/Samuel+Barber"">Read more on Last.fm</a>",621623,3308954,Ralph Vaughan Williams,Sergei Prokofiev,Sir Edward Elgar
Quinteto Real,tango,track,Canaro En París,2001,6nry0nNyx2r9HYLQdTrjKy,"The Quinteto Real was formed in 1960 with the simple aim of making instrumental tangos designed for listening rather than dancing with space to display the virtuoso playing of its members: * Horacio Salgán, piano; * Enrique Francini, violin; * Pedro Láurenz, bandoneón; * Ubaldo De Lío, guitar; * Rafael Ferro, double bass; This is one of the strongest small groups ever to play tango music. Salgán, Francini and Láurenz had all led tango orchestras in their own right and are synonymous with their instruments. <a href=""https://www.last.fm/music/Quinteto+Real"">Read more on Last.fm</a>",9037,38010,Quinteto Pirincho,Roberto Firpo,Julio De Caro
Héctor Mauré,tango,track,Ciego - Tango,2001,2RLlzgvuB2d5qNnRZmbUW9," <a href=""https://www.last.fm/music/H%C3%A9ctor+Maur%C3%A9"">Read more on Last.fm</a>",844,4161,Aníbal Troilo & His Orchestra,Osvaldo Fresedo & His Orchestra,Horacio Lagos
Hugo Díaz,tango,album,Tangos,2001,4LwgNmDKop1Q5gWVBN4tow,"Víctor Hugo Díaz (August 10, 1927 in Santiago del Estero, Argentina - October 23, 1977 in Buenos Aires, Argentina) was a tango, folklore and jazz harmonicist. Díaz was born to a poor family in the small city of Santiago del Estero. At the age of five he lost his sight hit by a soccer ball, which led him to play the harmonica. Two years later, after a surgery restored his eyesight, he was already performing regularly for a local radio. All his life <a href=""https://www.last.fm/music/+noredirect/Hugo+D%C3%ADaz"">Read more on Last.fm</a>",13153,69625,Lucio Demare,Quinteto Pirincho,Julio De Caro
Gotan Project,tango,album,La revancha del tango,2001,2riLhxE3UzS3evEXAwjEJq,"Gotan Project is an electrotango group based in Paris, consisting of Frenchman Philippe Cohen Solal, Eduardo Makaroff from Argentina, and Christoph H. Müller, from Switzerland and a former member of Touch El Arab. They formed in 1999. Their first release was Vuelvo Al Sur/El Capitalismo Foráneo in 2000, followed by the album La Revancha del Tango in 2001. Their music is clearly tango, but also uses electronic elements such as samples, beats and breaks. <a href=""https://www.last.fm/music/Gotan+Project"">Read more on Last.fm</a>",750790,15921317,Bajofondo,Otros Aires,Federico Aubele
Rocío Dúrcal,tango,album,Entre Tangos Y Mariachi,2001,49xF0uMWebPIaaMv7WH4ep,"Rocío Dúrcal (October 4, 1944 - March 25, 2006), María de los Ángeles de Las Heras Ortiz, was a Spanish singer and actress. Her birth and death both occurred in Madrid, Spain. She was affectionally known as ""the most Mexican of Spaniards"" by her adoring Mexican fans. She was discovered in singing contests at the age of 15 and offered a role at 17 in Canción de Juventud. After acting in several films she married Filipino-Spanish singer Antonio Morales (a. <a href=""https://www.last.fm/music/+noredirect/Roc%C3%ADo+D%C3%BArcal"">Read more on Last.fm</a>",271223,3996537,Ana Gabriel,Marisela,Marco Antonio Solís
Quinteto Pirincho,tango,album,Bailando Tango,2001,6L7b0ATRZx8HvgInbaMdnQ,"https://tango.info/wiki/Quinteto_Pirincho <a href=""https://www.last.fm/music/Quinteto+Pirincho"">Read more on Last.fm</a>",11263,49458,Roberto Firpo,Julio De Caro,Lucio Demare
Julia Zenko,tango,album,Tango Por Vos,2001,39tpY1YbGouA7kyXkXdgLs," <a href=""https://www.last.fm/music/Julia+Zenko"">Read more on Last.fm</a>",3539,18038,Patricia Sosa,Nicolas Ledesma,Lina Avellaneda
Osvaldo Pugliese,tango,album,Bailando Tango,2001,51wP8kphZbUDhwosfqQK3J,"Osvaldo Pedro Pugliese (December 2, 1905 - July 25, 1995) was an Argentine tango musician. He developed dramatic arrangements that retained strong elements of the walking beat of salon tango but also heralded the development of concert-style tango music. Some of his music is used for theatrical dance performances. In Buenos Aires, Pugliese is often played later in the evening when the dancers want to dance more slowly, impressionistically and intimately. <a href=""https://www.last.fm/music/Osvaldo+Pugliese"">Read more on Last.fm</a>",57388,534954,Juan D'Arienzo,Carlos Gardel,Julio Sosa
Various Artists,tango,album,FlamencoPassion. Por Tangos,2001,16jcpKV4ngZiNEm7FuDgbz,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Florindo Sassone,tango,album,Bailando Tango,2001,4nJOMzopsJQXTg5WHsRb7g,"In 1930 he made his professional debut with an outfit led by Antonio Polito that played on Radio Belgrano. The following year he made a great move by joining the Roberto Firpo Orchestra as violin player. But with Osvaldo Fresedo is when Sassone would find his way of feeling tango. That would mark him forever. In 1935, after he split with ""El Pibe de la Paternal"", Florindo put together his first orchestra, debuted on January 1, 1936 on Radio Belgrano and played at the café Nacional and the Marabú cabaret, with Alberto Amor on vocals. <a href=""https://www.last.fm/music/Florindo+Sassone"">Read more on Last.fm</a>",13243,55604,Julio De Caro,Roberto Firpo,Hector Varela
Mariano Mores,tango,album,Bailando Tango,2001,19HhiK29X3wNtuIDJqtWIv,"Mariano Mores (Mariano Martínez) es un músico argentino especializado en tango. Nació en el barrio San Telmo, Buenos Aires, el 18 de febrero de 1918. Estudió en el conservatorio D´Andrea en Lanús Oeste. Hizo el Profesorado de Música Clásica en sólo tres años; a los catorce años ya trabajaba en el café Vicente de la calle Corrientes. Fue acompañante en el conjunto criollo ""La Cuyanita"" y por un tiempo fue pianista de Roberto Firpo. Estrenó sus primeras composiciones en el Trío Mores <a href=""https://www.last.fm/music/Mariano+Mores"">Read more on Last.fm</a>",34168,139032,Sexteto Mayor,Roberto Firpo,Julio De Caro
Alberto Castillo,tango,album,Mis 30 Mejores Tangos,2001,3djqb8PjmKiZ3lRgIXe3L5,"Alberto Castillo (December 7, 1914 - July 23, 2002) True name: Alberto Salvador De Lucca The very peculiar style of Alberto Castillo maybe has something to do with the mocking (humorous) grace of outskirts origin of Rosita Quiroga, Sofía Bozán or Tita Merello. But in no way these are influences; neither have they similarity among them nor Castillo resembles them. Simply, we could group them –and add them to the subsequent Elba Berón- because they are united by a common air, the same unpolished cadence. <a href=""https://www.last.fm/music/Alberto+Castillo"">Read more on Last.fm</a>",20984,121244,Alfredo De Angelis,Pedro Laurenz,Roberto Firpo
Boris Kovac,tango,album,The Last Balkan Tango,2001,3Gd6r1QJFx0SV5YvA0bTBg,"This is an incorrect page for Boris Kovač. Boris Kovač & Ladaaba Orchest is the correct tag for his band. If this non-artist appears in your charts, do Last.fm and yourself a favor. Fix your artist tags. <a href=""https://www.last.fm/music/Boris+Kovac"">Read more on Last.fm</a>",4124,39394,Boris Kovač & LaDaABa Orchest,Boris Kovac & La Campanella,Boris Kovač
Alberto Castillo,tango,album,Alberto Castillo - Asi se baila el tango,2001,1fFBzmIUSdNaejKSM44y5l,"Alberto Castillo (December 7, 1914 - July 23, 2002) True name: Alberto Salvador De Lucca The very peculiar style of Alberto Castillo maybe has something to do with the mocking (humorous) grace of outskirts origin of Rosita Quiroga, Sofía Bozán or Tita Merello. But in no way these are influences; neither have they similarity among them nor Castillo resembles them. Simply, we could group them –and add them to the subsequent Elba Berón- because they are united by a common air, the same unpolished cadence. <a href=""https://www.last.fm/music/Alberto+Castillo"">Read more on Last.fm</a>",20984,121244,Alfredo De Angelis,Pedro Laurenz,Roberto Firpo
Various Artists,tango,album,Nuestros 30 Mejores Tangos Instrumentales,2001,6ebBhXvn1rGH3NqwNvNBNL,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Quinteto Real,tango,album,Nuestros 30 Mejores Tangos,2001,0Lym1wjKVNTTNmpGpRVuBO,"The Quinteto Real was formed in 1960 with the simple aim of making instrumental tangos designed for listening rather than dancing with space to display the virtuoso playing of its members: * Horacio Salgán, piano; * Enrique Francini, violin; * Pedro Láurenz, bandoneón; * Ubaldo De Lío, guitar; * Rafael Ferro, double bass; This is one of the strongest small groups ever to play tango music. Salgán, Francini and Láurenz had all led tango orchestras in their own right and are synonymous with their instruments. <a href=""https://www.last.fm/music/Quinteto+Real"">Read more on Last.fm</a>",9037,38010,Quinteto Pirincho,Roberto Firpo,Julio De Caro
Sexteto Tango,tango,album,Sexteto Tango - RCA Victor 100 Años,2001,6VnDdbxLHDJiyI3q08Jfx7," <a href=""https://www.last.fm/music/Sexteto+Tango"">Read more on Last.fm</a>",7183,24830,Quinteto Pirincho,Quinteto Real,Manga De Tanos
Carlos Garcia,tango,album,Bailando Tango,2001,6gYNf6VvEithmuTEt2zh6G," <a href=""https://www.last.fm/music/Carlos+Garcia"">Read more on Last.fm</a>",1862,11354,Lucio Demare,Osvaldo Tarantino,Raúl Garello
Miguel Caló,tango,album,Bailando Tango,2001,68m0rPyW1fi7UuEeUCe3EJ,"Miguel Caló (October 28, 1907 – May 24, 1972) was a famous tango bandoneonist, composer, and the leader of the Orchestra Miguel Caló. <a href=""https://www.last.fm/music/+noredirect/Miguel+Cal%C3%B3"">Read more on Last.fm</a>",18807,175041,Pedro Laurenz,Rodolfo Biagi,Edgardo Donato
Juanjo Dominguez,tango,album,"Mis Tangos Preferidos, Vol. 2",2001,2jZs9mWLMatIV5I9Opufft,"Juanjo Domínguez (October 23, 1951 – February 10, 2019) was an Argentine classical guitarist and important interpreter of Argentine music, especially tango. In 2005, he was awarded the Konex Award for best instrumental single artist of popular music. <a href=""https://www.last.fm/music/Juanjo+Dominguez"">Read more on Last.fm</a>",4477,43208,Juanjo Dominguez & Julio Pane,Cacho Tirao,Color Tango
Jose Basso,tango,album,Bailando Tango,2001,63ylNjGmtcKnS3NIHf8WWT,"Pianist, leader and composer Complete name: José Hipólito Basso (30 January 1919 - 14 August 1993) José Basso played in Aníbal ""Pichuco"" Troilo's famous tango orchestra until 1947, and during that time he was at 88 recordings, the last of them was a record that on one side was ""Flor de lino"", sung by Floreal Ruiz and on the other side, ""El milagro"", with Edmundo Rivero's voice, on April 29, 1947. Because of having had Troilo as leader for so long time <a href=""https://www.last.fm/music/+noredirect/Jose+Basso"">Read more on Last.fm</a>",507,2997,Raúl Garello,Alberto Podesta,Alberto Marino
Héctor Mauré,tango,album,Mis 30 Mejores Tangos,2001,10i6h6c5p6svWUDkUbswrf," <a href=""https://www.last.fm/music/H%C3%A9ctor+Maur%C3%A9"">Read more on Last.fm</a>",844,4161,Aníbal Troilo & His Orchestra,Osvaldo Fresedo & His Orchestra,Horacio Lagos
Tango Orkestret & Marcelo Nisinman,tango,album,Tango Orkestret & Marcelo Nisinman,2001,0WZOCyZVU0EiFkYgNFBXKX," <a href=""https://www.last.fm/music/Tango+Orkestret+&+Marcelo+Nisinman"">Read more on Last.fm</a>",102,688,Tango Orkestret,"Pablo Ziegler, Quique Sinesi w. Walter Castro",A.P.P.A.R.T
Tango for Four,tango,album,Tango for Four No. 2,2001,1yMNtgp3u7y1upVzQQzzNd," <a href=""https://www.last.fm/music/Tango+for+Four"">Read more on Last.fm</a>",3457,15977,Duo Milla Viljamaa & Johanna Juhola,"Pablo Ziegler, Quique Sinesi w. Walter Castro",Yuri Medianik
Orquesta Color Tango,tango,album,Con Estilo Para Bailar,2001,4atNeWKPRsvgh0TK37aYQW," <a href=""https://www.last.fm/music/Orquesta+Color+Tango"">Read more on Last.fm</a>",777,10055,Carlos Di Sarli,Color Tango,Alfredo De Angelis
Ensemble Romulo Larrea,tango,album,"Tangos Pour La Milonga (Collection Un Siècle De Tango, Vol. 3)",2001,2kjQBhuJDl4kBbJHtgVEer," <a href=""https://www.last.fm/music/Ensemble+Romulo+Larrea"">Read more on Last.fm</a>",74,657,Los Reyes Del Tango,Ricardo Tanturi,San Telmo Lounge
Various Artists,tango,album,Tangomarkkinat 14,2001,1NncGeFdWOUJdl0bXRbmSb,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Jacqueline Sigaut,tango,album,Tangos,2001,0RAgrhoX98ztb0FrRAlwIU," <a href=""https://www.last.fm/music/Jacqueline+Sigaut"">Read more on Last.fm</a>",39,137,Amelita Baltar,,
