artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Da Jim,hip hop,track,มันอยู่ใต้พรม,2000,78GWwUB9udZm0dBpIAiArC,"Da Jim is a Thai Hip Hop Artist <a href=""https://www.last.fm/music/+noredirect/Da+Jim"">Read more on Last.fm</a>",189,2549,Buddha Bless,Joey Boy,Thaitanium
Da Jim,hip hop,track,โยกย้าย,2000,058z2HqNQef80izoT3IBoZ,"Da Jim is a Thai Hip Hop Artist <a href=""https://www.last.fm/music/+noredirect/Da+Jim"">Read more on Last.fm</a>",189,2549,Buddha Bless,Joey Boy,Thaitanium
Panteras Negras,hip hop,track,Hip Hop Panteras,2000,5Zme8pm7eTEw0l6tUYB9xp," <a href=""https://www.last.fm/music/Panteras+Negras"">Read more on Last.fm</a>",1331,24360,dj raff & solo di medina,Centinela Spectro,Salvaje Decibel
Tungtvann,hip hop,track,Reinspikka Hip Hop,2000,5Iqfa3qPWyoLPFQZBw6z9m,"Tungtvann consists of MC Jørg-1 and DJ/producer Poppa-Lars, and is a north-Norwegian rap group who pioneered flowing in Norwegian. Jørg-1 had earlier fronted a hip-hop project called Tailormade. The duo formed in Bodø, Nordland, Norway and debuted in 1999 with the EP ""Reinspikka hip-hop"", which consisted of three tracks and caused major label EMI to gain interest. The following year, the group released ""Nord og ned"" on this label. The LP's sound was close to classical 90s hip-hop such as Black Moon and Gang Starr. <a href=""https://www.last.fm/music/Tungtvann"">Read more on Last.fm</a>",18256,384850,Joddski,Kompani 69,Klovner i Kamp
Da Jim,hip hop,track,Rap,2000,0dWEYXKHls1S1jVHaDSiV9,"Da Jim is a Thai Hip Hop Artist <a href=""https://www.last.fm/music/+noredirect/Da+Jim"">Read more on Last.fm</a>",189,2549,Buddha Bless,Joey Boy,Thaitanium
Da Jim,hip hop,track,มนุษย์ต่างดาว,2000,2bnyocuw7kqkb7S6uy5rmK,"Da Jim is a Thai Hip Hop Artist <a href=""https://www.last.fm/music/+noredirect/Da+Jim"">Read more on Last.fm</a>",189,2549,Buddha Bless,Joey Boy,Thaitanium
Fintelligens,hip hop,track,Meidän Hip Hop,2000,6bI99BkySq66Bd3XhZrl5K,"Fintelligens is the first Finnish hip hop group to release a chart topping record. The duo is formed of two MCs: Elastinen and Iso H. Fintelligens have released six albums and two compilation, all of them selling more than 15,000 copies. The album Renesanssi has sold more than 20,000 copies. Fintelligens made the theme song to the 2003 Ice Hockey World Championships, titled Kaikki peliin. The members of Fintelligens, together with Kapasiteettiyksikkö are the founders of the Finnish independent hip hop record label Rähinä Records. <a href=""https://www.last.fm/music/Fintelligens"">Read more on Last.fm</a>",53583,1819015,Uniikki,Kapasiteettiyksikkö,Iso H
Da Jim,hip hop,track,กระสือ,2000,0GQ7yzBCHhSuNIHVxiqtiF,"Da Jim is a Thai Hip Hop Artist <a href=""https://www.last.fm/music/+noredirect/Da+Jim"">Read more on Last.fm</a>",189,2549,Buddha Bless,Joey Boy,Thaitanium
Pen Jakke,hip hop,track,Visuell Hip Hop,2000,3gh2tXbJq1cqhOreezcXBA,"Pen Jakke was a Norwegian hip-hop group from Fredrikstad, Norway formed in 1997. The group consisted of MCs Skanglebein, Fundamental Lyd and Ubåt, and DJ Sjel Jonas. In 1999, their debut single ""De Kom Ridende"" was released, but their breakthrough came with their only full-length album ""Østen"" in 2000. They split up in 2001. <a href=""https://www.last.fm/music/Pen+Jakke"">Read more on Last.fm</a>",1645,19843,Warlocks,Diaz,DRM Klikk
Da Jim,hip hop,track,ครั้งเดียว,2000,5cjpBx6vsQl9maETTCp4pK,"Da Jim is a Thai Hip Hop Artist <a href=""https://www.last.fm/music/+noredirect/Da+Jim"">Read more on Last.fm</a>",189,2549,Buddha Bless,Joey Boy,Thaitanium
Nine,hip hop,track,Wutcha Want,2000,5dI0NHFqCAbjYgGfLRvAui,"[There are more artists with the name Nine] 1) New York rapper 2) Japanese trance artist 3) South African (Cape Town) rock, metal, trip-hop, drum 'n base, jazz funk, soul reggae band 4) Swedish hardcore band 5) Both a Tony Award Winning Musical and Film based on the Musical 6) Lithuanian electronic music producer 7) Member of Korean boy group OnlyOneOf 1) Nine is the stage name of Derrick Keyes (September 19, 1969), a rapper from The Bronx, New York. <a href=""https://www.last.fm/music/Nine"">Read more on Last.fm</a>",84425,1253756,Funkdoobiest,Big Punisher,Smif-n-Wessun
Jigmastas,hip hop,track,Let Me Hear It,2000,4Sj4sHzwLGLT5RiKXGFc81,"Whoever loves hip hop and has flipped through cds and LP's is sure to have seen the cover for Jigmastas' 2001 album Infectious - a cover which frames both members of the duo in a pair of headphones to a backdrop of a starry heaven. If you have not actually heard the music but only seen the cover, you are depriving yourself of one of the best examples of what made 90s hip hop great. Chilled out, spiritual and funky beats of Vince Williams (aka DJ Spinna) are the backdrop to Kriminul's flow and poetic imagery. <a href=""https://www.last.fm/music/Jigmastas"">Read more on Last.fm</a>",20365,155407,Godfather Don,Artifacts,Rasco
Da Jim,hip hop,track,ชวนเธอ,2000,2xOtlZx0h39vHFxl6FgwvL,"Da Jim is a Thai Hip Hop Artist <a href=""https://www.last.fm/music/+noredirect/Da+Jim"">Read more on Last.fm</a>",189,2549,Buddha Bless,Joey Boy,Thaitanium
Da Jim,hip hop,track,มาแล้ว,2000,78CdY6zmWzOv0fBmGGRPrk,"Da Jim is a Thai Hip Hop Artist <a href=""https://www.last.fm/music/+noredirect/Da+Jim"">Read more on Last.fm</a>",189,2549,Buddha Bless,Joey Boy,Thaitanium
Da Jim,hip hop,track,มันจะแตกแล้ว,2000,7LFk0hkLMne88eJ6A9kGma,"Da Jim is a Thai Hip Hop Artist <a href=""https://www.last.fm/music/+noredirect/Da+Jim"">Read more on Last.fm</a>",189,2549,Buddha Bless,Joey Boy,Thaitanium
Maseo,hip hop,track,Words & Verbs,2000,7s1Wy3OlNkguQFri8DRIFQ," <a href=""https://www.last.fm/music/Maseo"">Read more on Last.fm</a>",152,793,The Come Up,The Ill Spoken,Mac Miller x Pharrell
D.O,hip hop,track,Hip Hop,2000,3ziKCHytBcT3XjsHcgM5dc," <a href=""https://www.last.fm/music/D.O"">Read more on Last.fm</a>",9064,78755,漢 a.k.a. GAMI,ICE BAHN,tokona-x
Feven,hip hop,track,Hip Hop torskar,2000,23XRU3b2e2j11xUz3sqouc," <a href=""https://www.last.fm/music/Feven"">Read more on Last.fm</a>",7922,36347,Lilla Namo,Linda Pira,Fattaru
Feven,hip hop,track,Hip Hop torskar,2000,1S3R0lff2KR4rfc8SGzPZG," <a href=""https://www.last.fm/music/Feven"">Read more on Last.fm</a>",7922,36347,Lilla Namo,Linda Pira,Fattaru
Mamelo Sound System,hip hop,track,Hip Hop SP,2000,4jGK2ckTLkr3Y981LUJ2We,"Urban sonic combo fueled by beats, rhymes and life, led by MCs Lurdez Da Luz and Rodrigo Brandão, this inovator Sound System from São Paulo hit the streets in the Y2K. Their mission's to lay down the foundations for a new, original, style of brazilian hip hop. Half a decade, 4 albums - launched by ybmusic, a bunch of compilation tracks, concerts and emotions after, Mamelo owns a history which includes partnerships with renowned artists such as US's Afrika Bambaataa <a href=""https://www.last.fm/music/Mamelo+Sound+System"">Read more on Last.fm</a>",8385,80822,Mzuri Sana,A Filial,Lurdez da Luz
Jürg Kindle,hip hop,track,Hip Hop (Pop Styles),2000,4N5bpBa7xQOG5WLMiSfDDk,"Jürg Kindle is a Swiss modern classical composer who writes primarily for small guitar ensembles. Website: http://www.juergkindle.ch/ <a href=""https://www.last.fm/music/J%C3%BCrg+Kindle"">Read more on Last.fm</a>",9811,50511,Agustín Amigó,Pablo Briceño,Wolfgang Vrecun
Nomadic XXL,hip hop,track,Hip Hop Symphony,2000,73anrUjSnXLR1itIPkUdIv," <a href=""https://www.last.fm/music/Nomadic+XXL"">Read more on Last.fm</a>",188,30189,Nilzz,JustRuss Beats,whaTaRWoll Music
Martin Gerup,hip hop,track,Hip hop hurra - Med cue,2000,0d6v2TV86hPOq7KLKuT0Og," <a href=""https://www.last.fm/music/Martin+Gerup"">Read more on Last.fm</a>",43,507,Erann DD,,
Universal Production Music,hip hop,track,Hip Hop Suite,2000,5pnb323Xcq2d0TNENx72e5," <a href=""https://www.last.fm/music/Universal+Production+Music"">Read more on Last.fm</a>",35584,207553,Alan Hawkshaw,Geoff Bastow,Trevor Bastow
Trexrex C-Threex Cassanova'90,hip hop,track,Hip Hopul Nu Va Muri,2000,2KfpLh2Mkf1CA1wKRsPOjV," <a href=""https://www.last.fm/music/Trexrex+C-Threex+Cassanova%2790"">Read more on Last.fm</a>",95,800,Gazah,Ombladon,Anonim
Paperclip,hip hop,track,Hip Hop Indo,2000,4vCITfekfOusO3TJOR2UqY,"Paperclip (real name Pavel). He was born in 1987 in Moscow, Russia. Even in his childhood his parents noticed he was a very talented kid and placed him in an art school. He had not been thinking about being a musician after in years, until he heard some broken beats of an old jungle tune. So that's how Pavel's career began in 2001. Loads of tracks in different styles (everything from hip-hop to uplifting trance) had been written since 2001, and only in 2003 Paperclip produced his first drum&bass tune. <a href=""https://www.last.fm/music/Paperclip"">Read more on Last.fm</a>",16044,119367,MIZO,Skrimor,Finalfix
Richard Johnson,hip hop,track,Hip Hop Zep,2000,4xdQXDU62nPEqPrP6tUUAI," <a href=""https://www.last.fm/music/Richard+Johnson"">Read more on Last.fm</a>",865,2248,Bohdan Poraj,Peter Barkworth,Trevor Eve
DJ Godfather,hip hop,track,Hip Hop Intro,2000,2RYfftMvgUya89VI9REadp,"DJ Godfather (Brian Jeffries) is a Ghettotech music producer and disc jockey from Detroit, Michigan. He is the co-owner of the Twilight 76 Records label with sublabels like: Databass Records, Juke Trax, and D.E.T. Only; these labels pioneered Ghettotech and made it famous outside Detroit and the United States. <a href=""https://www.last.fm/music/DJ+Godfather"">Read more on Last.fm</a>",39693,281178,Mr. De',DJ Assault,DJ Deeon
Reefa,hip hop,track,Hip Hop Supply,2000,0rb2w9YuXaLB4khHKKJv3G," <a href=""https://www.last.fm/music/Reefa"">Read more on Last.fm</a>",380,1963,V.E.,Poetic Ammo,Too Phat
Dj Maverics,hip hop,track,Hip Hop Blast,2000,6SHvSYKXisOs7tfujTQ8yh," <a href=""https://www.last.fm/music/Dj+Maverics"">Read more on Last.fm</a>",7,10,,,
ZEEBRA,hip hop,track,HIP HOP解放戦線,2000,6BmpqR2H8jsmlxlrRkTvQ9,"Zeebra (ジブラ, Real Name, Hideyuki Sakakura 坂倉英之, born April 2, 1971 in Tokyo, Japan) is a famous Japanese hip hop artist, who made his first appearance in 1995. Known as the first rapper in Japan, Zeebra is a former member of the legendary hip-hop group キングギドラ, which also included DJ Oasis and K Dub Shine. He went on to pursue a solo career shortly after in 1997, and signed with the Future Shock record label. Having appeared in several TV commercials <a href=""https://www.last.fm/music/Zeebra"">Read more on Last.fm</a>",18156,347993,,,
Ira Davis,hip hop,track,Hip Hop,2000,6a9Ks4088zBEaKbCES4gWC," <a href=""https://www.last.fm/music/Ira+Davis"">Read more on Last.fm</a>",12,22,,,
Universal Production Music,hip hop,track,Hip Hop Circus,2000,6OcakCp2cRbf801XkyGT1T," <a href=""https://www.last.fm/music/Universal+Production+Music"">Read more on Last.fm</a>",35584,207553,Alan Hawkshaw,Geoff Bastow,Trevor Bastow
GengGong,hip hop,track,Hip Hop Melayu,2000,10VeWO8xAFvVwcKTMScYMT," <a href=""https://www.last.fm/music/Genggong"">Read more on Last.fm</a>",49,250,,,
Tranceistors,hip hop,track,Hip hop beat,2000,0C9M7Ex06gAvg1uv1zkSvS,,,,,,
Tabernacle Of Praise,hip hop,track,Hip Hop (The Anointing),2000,7quhzgAt0nCJmxz0zoefLE," <a href=""https://www.last.fm/music/Tabernacle+Of+Praise"">Read more on Last.fm</a>",6,152,,,
Art Munson,hip hop,track,Hip Hop Swamp,2000,12oTEXgML2i0K1kcHoRHIv," <a href=""https://www.last.fm/music/Art+Munson"">Read more on Last.fm</a>",180,441,Cole Sams,Dennis Hauck,Lisa De Angelis
DJ Godfather,hip hop,track,Hip Hop Intro,2000,2EvewaK03Q6Rx5yosx6Yxn,"DJ Godfather (Brian Jeffries) is a Ghettotech music producer and disc jockey from Detroit, Michigan. He is the co-owner of the Twilight 76 Records label with sublabels like: Databass Records, Juke Trax, and D.E.T. Only; these labels pioneered Ghettotech and made it famous outside Detroit and the United States. <a href=""https://www.last.fm/music/DJ+Godfather"">Read more on Last.fm</a>",39693,281178,Mr. De',DJ Assault,DJ Deeon
Universal Production Music,hip hop,track,Hip Hop Honky Tonk,2000,22lGcugCk2ZSgFJHgDUuT9," <a href=""https://www.last.fm/music/Universal+Production+Music"">Read more on Last.fm</a>",35584,207553,Alan Hawkshaw,Geoff Bastow,Trevor Bastow
Various Artists,hip hop,track,Hip Hop,2000,7heU3bymRpUMYSHmyGNWHg,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Shang,hip hop,track,Hip Hop Role Models,2000,6IjH9yUwXh5gm6YBIoPlCX,"“SHANG” a native Washingtonian heralded by fans and critics alike as the vocal 8th wonder of the world. Shang's humble beginnings started much the same as her peers in the powerful world of gospel music through traditional singing in the church choir. Shang’s vocal gift began in the late 1940’s with her grandmother Louvenia Carroll who was a member of the Legendary Clara Ward Singers. Throughout the years, Shang and her family have laid a tremendous mark on the gospel world, spreading the gospel up and down the east coast. <a href=""https://www.last.fm/music/Shang"">Read more on Last.fm</a>",2515,8561,Nayo Jones,Maylyn Murphy,Lynesse
Z'África Brasil,hip hop,track,Hip Hop Brasil X Itália,2000,4WqB0Vq9z73F1Bh6DhxLDo," Um dos mais importantes e representativos nomes do rap nacional, cujo currículo inclui quatro turnês internacionais, eles chegam-chegando nesse “Tem Cor Age” (ybmusic). Verdadeira carta-sonora acerca do Estado das Coisas na periferia da maior metrópole do Terceiro Mundo nesses primeiros anos 2000 (o futuro que não chegou!), o disco é, pra começo de conversa, um largo passo em relação ao álbum de estréia, “Antigamente Quilombos, Hoje Periferia” (ybmusic). <a href=""https://www.last.fm/music/+noredirect/Z%27%C3%A1frica+Brasil"">Read more on Last.fm</a>",4374,56088,Thaide & DJ Hum,OtroPlano,Potencial 3
NRG Mode,hip hop,track,Hip Hop in the Paris Night 2000,2000,01aM8wUmv7MZWXLWTga9LD," <a href=""https://www.last.fm/music/NRG+Mode"">Read more on Last.fm</a>",1,18,,,
Nosym,hip hop,track,Hip Hop,2000,6uNQecZvp7hqLPNQfb7i08," <a href=""https://www.last.fm/music/Nosym"">Read more on Last.fm</a>",702,1356,K Carbon,Sencere,Kash Kyla
MC Unique,hip hop,track,Hip Hop's Grim Reaper,2000,2kJl3WEmJBY7UupP4BUrYv," <a href=""https://www.last.fm/music/MC+Unique"">Read more on Last.fm</a>",12,16,,,
DJ Godfather,hip hop,track,Hip Hop Intro. (So Ghetto),2000,5W7QBfQtKkVgo11XOh3IB7,"DJ Godfather (Brian Jeffries) is a Ghettotech music producer and disc jockey from Detroit, Michigan. He is the co-owner of the Twilight 76 Records label with sublabels like: Databass Records, Juke Trax, and D.E.T. Only; these labels pioneered Ghettotech and made it famous outside Detroit and the United States. <a href=""https://www.last.fm/music/DJ+Godfather"">Read more on Last.fm</a>",39693,281178,Mr. De',DJ Assault,DJ Deeon
DaCrew,hip hop,track,Hip Hop 인간형,2000,270dHjnAKlrHYEYxDy1QtL," <a href=""https://www.last.fm/music/Dacrew"">Read more on Last.fm</a>",18,180,,,
Z'África Brasil,hip hop,track,Hip Hop Bum,2000,4k2OSPAmSQvkdBcvrNoHeu," Um dos mais importantes e representativos nomes do rap nacional, cujo currículo inclui quatro turnês internacionais, eles chegam-chegando nesse “Tem Cor Age” (ybmusic). Verdadeira carta-sonora acerca do Estado das Coisas na periferia da maior metrópole do Terceiro Mundo nesses primeiros anos 2000 (o futuro que não chegou!), o disco é, pra começo de conversa, um largo passo em relação ao álbum de estréia, “Antigamente Quilombos, Hoje Periferia” (ybmusic). <a href=""https://www.last.fm/music/+noredirect/Z%27%C3%A1frica+Brasil"">Read more on Last.fm</a>",4374,56088,Thaide & DJ Hum,OtroPlano,Potencial 3
Vakill,hip hop,track,Hip Hop Romper Room - Freestyle Pt. 1,2000,61FNF2UsBCL64FOvBbEgUp,"Chicago MC Vakill was born Donald Mason on the city's near south side in 1975. He discovered hip-hop in his early teens, favoring the kind of literate, ingenious rhymes he would later pursue with his own music. In high school Mason teamed with classmate Ed Zamudio, and their collaboration continued after Zamudio co-founded the Molemen collective (adopting the alias Panik in the process). In addition to his 1995 debut cassette, Who's Afraid?, Vakill appeared on a series of Molemen-helmed comps and mixes <a href=""https://www.last.fm/music/Vakill"">Read more on Last.fm</a>",27327,336133,Wordsworth,PackFM,Supastition
Vakill,hip hop,track,Hip Hop Romper Room - Freestyle Pt.2,2000,2SbNisamImqwi3adRqLJ26,"Chicago MC Vakill was born Donald Mason on the city's near south side in 1975. He discovered hip-hop in his early teens, favoring the kind of literate, ingenious rhymes he would later pursue with his own music. In high school Mason teamed with classmate Ed Zamudio, and their collaboration continued after Zamudio co-founded the Molemen collective (adopting the alias Panik in the process). In addition to his 1995 debut cassette, Who's Afraid?, Vakill appeared on a series of Molemen-helmed comps and mixes <a href=""https://www.last.fm/music/Vakill"">Read more on Last.fm</a>",27327,336133,Wordsworth,PackFM,Supastition
MISTA SOULL,hip hop,track,Hip Hop Hustlin',2000,6F6NXlP3jxzFWCK0S4ZJc4," <a href=""https://www.last.fm/music/MISTA+SOULL"">Read more on Last.fm</a>",4,19,,,
Jakob Høgsbro,hip hop,track,Hip hop hurra,2000,2AfyY5FpPON8choFHcmIyE," <a href=""https://www.last.fm/music/Jakob+H%C3%B8gsbro"">Read more on Last.fm</a>",35,150,Susanne Wendt,Phillip Faber,Anne Dorte Michelsen
Enyaphace,hip hop,track,The Hip Hop Cafe,2000,7MFIN1PpYqka2XXFtYmOJd," <a href=""https://www.last.fm/music/Enyaphace"">Read more on Last.fm</a>",70,166,,,
Tungtvann,hip hop,track,Hoda,2000,2DwddtXuTE4sNjYTqDDioY,"Tungtvann consists of MC Jørg-1 and DJ/producer Poppa-Lars, and is a north-Norwegian rap group who pioneered flowing in Norwegian. Jørg-1 had earlier fronted a hip-hop project called Tailormade. The duo formed in Bodø, Nordland, Norway and debuted in 1999 with the EP ""Reinspikka hip-hop"", which consisted of three tracks and caused major label EMI to gain interest. The following year, the group released ""Nord og ned"" on this label. The LP's sound was close to classical 90s hip-hop such as Black Moon and Gang Starr. <a href=""https://www.last.fm/music/Tungtvann"">Read more on Last.fm</a>",18256,384850,Joddski,Kompani 69,Klovner i Kamp
Monica,hip hop,track,Ain't Nobody,2000,7N31kBAGhcQF6L45c7bhBR,"There are multiple artists with the name 'Monica': 1) R&B singer from Atlanta, Georgia 2) Stoner rock band from Belgrade, Serbia 1. Monica Denise Arnold (born October 24, 1980), professionally known as Monica, is an American R&B singer, songwriter, and occasional actress. Born and raised in Atlanta, Georgia, Arnold was a member of Charles Thompson and the Majestics, a traveling 12-piece gospel choir prior to signing a solo recording contract with Arista Records in 1995. <a href=""https://www.last.fm/music/Monica"">Read more on Last.fm</a>",849882,7287039,Xscape,Faith Evans,Mary J. Blige
Marvelous 3,hip hop,track,"The Credits (Hidden Track, Losing You) - Hip Hop Version",2000,1QqirmhoPCNeamgVnHmmZn,"Marvelous 3 is an Atlanta based rock band consisting of (ex-Southgang-members) lead singer/guitarist Butch Walker, bassist Jayce Fincher, and drummer Doug Mitchell alias Mitch ""Slug"" McLee. Marvelous 3 first appeared on the scene with their acclaimed indie debut, Math and Other Problems in 1997. Word of mouth quickly spread, and Elektra Records signed the band. The next year saw the release of Hey! Album, their breakthrough CD. It featured the catchy radio hit Freak of the Week. <a href=""https://www.last.fm/music/Marvelous+3"">Read more on Last.fm</a>",55741,662335,Butch Walker,Stroke 9,Splender
Diva Garal,hip hop,track,Hip-hop es una mujer,2000,2Yw62pZT8TzwqCTWd2DqvG," <a href=""https://www.last.fm/music/Diva+Garal"">Read more on Last.fm</a>",1,1,,,
Detect [Battletown],hip hop,track,Hip-Hop To The Core,2000,23np7tznFhA9S5uJejF3Qu," <a href=""https://www.last.fm/music/Detect+%5BBattletown%5D"">Read more on Last.fm</a>",7,124,,,
Krazy K-Loe,hip hop,track,Hip-Hop Wont Stop,2000,6mnRm6TaTNCnbN9FCrtVv6," <a href=""https://www.last.fm/music/KRAZY+K-LOE"">Read more on Last.fm</a>",4,14,,,
Lost Island,hip hop,track,Hip-Hop Tonight,2000,3umQxS5NpwSWsRgqRnauxu,"Lost Island are/were Styly Cee and Frisco. Here's their story: Styly Cee :""I've been into hip-hop since about 1983, when I was 11. In 1985 I started going regularly to the legendary Saturday afternoon breaking sessions at Rock City in Nottingham, getting the true roots and foundation of hip-hop culture. I think the first 12"" I bought was Afrika Bamabaataa's 'Renegades of Funk'. This was the start of a serious habit, and by the late 80s I was getting the urge to DJ and make music <a href=""https://www.last.fm/music/Lost+Island"">Read more on Last.fm</a>",922,2709,Styly Cee,UK Kartel,Def Tex
Świntuch,hip hop,track,Hip-hop i sex,2000,77y5CjEzyGJ0e1RvGf36Yd," <a href=""https://www.last.fm/music/+noredirect/%C5%9Awintuch"">Read more on Last.fm</a>",1723,32163,Tymon,Afront,Sfond Sqnksa
Clinton,hip hop,track,Hip-Hop Bricks,2000,5tUpFkNoS16C5nvWAe83J9,"Clinton is a side project from the Cornershop members, Tjinder Singh and Ben Ayres. <a href=""https://www.last.fm/music/Clinton"">Read more on Last.fm</a>",9979,58528,The Jeevas,Northern Uproar,Relaxed Muscle
Playdough,hip hop,track,Hip-Hop Synopsis (feat. E-Roc),2000,1ZMQhdUApIzqyeAQ7HZMx4,"Playdough (Dallas, TX) has made a name for himself as one of the premier emcees in hip-hop today. In the midst of an industry flooded with jiggy, thug rappers, Playdough offers the life jacket by bringing a fresh style to the art. As a member of Deepspace 5 Collective, you can always expect artistic integrity from Playdough. When he's not freestyling, doing shows, complimenting your mother's sweater, or battling a sucker emcee, he's probably doing a guest appearance on another album. <a href=""https://www.last.fm/music/Playdough"">Read more on Last.fm</a>",4139,74527,Deepspace 5,Ill Harmonics,Sev Statik
King Kapisi,hip hop,track,Hip-hop's Got Me,2000,3PEPwH7pFAvSwfqQKuwAwt,"Samoan artist King Kapisi aka Bill Urale was the first Polynesian hip-hop artist to receive the prestigious APRA Silver Scroll Award for Songwriter of the Year for his single Reverse Resistance in 1999. King Kapisi has released three albums, Savage Thoughts (2000) and 2nd Round Testament (2003) and Dominant Species (2005) they were released in Australia with local sales hitting the gold status mark. The award-winning artist was nominated for 13 awards at the 2001 New Zealand B. <a href=""https://www.last.fm/music/King+Kapisi"">Read more on Last.fm</a>",8814,46159,Che Fu,Nesian Mystik,Hello Sailor
Tungtvann,hip hop,track,Ubudne gjesta,2000,0q5G9QakNSN86YD4jVgH9g,"Tungtvann consists of MC Jørg-1 and DJ/producer Poppa-Lars, and is a north-Norwegian rap group who pioneered flowing in Norwegian. Jørg-1 had earlier fronted a hip-hop project called Tailormade. The duo formed in Bodø, Nordland, Norway and debuted in 1999 with the EP ""Reinspikka hip-hop"", which consisted of three tracks and caused major label EMI to gain interest. The following year, the group released ""Nord og ned"" on this label. The LP's sound was close to classical 90s hip-hop such as Black Moon and Gang Starr. <a href=""https://www.last.fm/music/Tungtvann"">Read more on Last.fm</a>",18256,384850,Joddski,Kompani 69,Klovner i Kamp
D.O,hip hop,track,Party,2000,0T8WWm16GQoTfpuglaXNPn," <a href=""https://www.last.fm/music/D.O"">Read more on Last.fm</a>",9064,78755,漢 a.k.a. GAMI,ICE BAHN,tokona-x
Mimi Manners,hip hop,track,Hip Hip Hop,2000,4WE1mg7DdgAOHBmJ6kjRTL," <a href=""https://www.last.fm/music/Mimi+Manners"">Read more on Last.fm</a>",2,2,,,
Nitro Deluxe & Blackmarket International,hip hop,track,U.S. Hip Hop Mix,2000,0IJfFHumFnKHNkhj48qFoH," <a href=""https://www.last.fm/music/Nitro+Deluxe+&+Blackmarket+International"">Read more on Last.fm</a>",56,234,,,
Ragaluq,hip hop,track,Estilo Hip Hop,2000,3JoJ65vv7GYWy5zZUBMAo7," <a href=""https://www.last.fm/music/Ragaluq"">Read more on Last.fm</a>",9,80,Guind'Art 121,Face Da Morte,DBS e a Quadrilha
Rob Wasserman,hip hop,track,Hillbilly Hip Hop,2000,304U8wxpjLfsORh2qSCwH2,"Rob Wasserman (April 1, 1952 – June 29, 2016) was an American, Grammy Award winning upright bass player and NEA grant winning composer, who has played and recorded with a wide variety of musicians including Bruce Cockburn, Elvis Costello, Ani di Franco, Jerry Garcia, David Grisman, Rickie Lee Jones, Mark Morris, Van Morrison, Aaron Neville, Lou Reed, Pete Seeger, Jules Shear, Studs Terkel, Bob Weir, Brian Wilson, Chris Whitley, Neil Young, Jackson Browne, Laurie Anderson, Stephen Perkins Banyan, Mystic Knights of the Oingo Boingo and Ratdog <a href=""https://www.last.fm/music/Rob+Wasserman"">Read more on Last.fm</a>",7031,45833,Anne Bisson,Brian Bromberg,Christian McBride
Big CYCLONE The Represent'ER,hip hop,track,Real Hip Hop,2000,614NajTws7DZYlzcdQbx03," <a href=""https://www.last.fm/music/Big+CYCLONE+The+Represent%27ER"">Read more on Last.fm</a>",3,17,,,
Paperclip,hip hop,track,Pasukan Hip Hop,2000,3ArjCqE0TlIZ4z4sBtZUF9,"Paperclip (real name Pavel). He was born in 1987 in Moscow, Russia. Even in his childhood his parents noticed he was a very talented kid and placed him in an art school. He had not been thinking about being a musician after in years, until he heard some broken beats of an old jungle tune. So that's how Pavel's career began in 2001. Loads of tracks in different styles (everything from hip-hop to uplifting trance) had been written since 2001, and only in 2003 Paperclip produced his first drum&bass tune. <a href=""https://www.last.fm/music/Paperclip"">Read more on Last.fm</a>",16044,119367,MIZO,Skrimor,Finalfix
Tha Tribe,hip hop,track,Cow Hip Hop,2000,6Lg4ZNqUzEViP2dCcLBa8h,"There are several artists in different genres releasing music under this name. This ""Tha Tribe"" is a powwow drum. “Tha Tribe,” has been making their way around the powwow circle for a number of years. The drum group consists of singers representing the Cherokee, Hopi-Tewa, Apache, Oneida, Menominee, Shoshone-Bannock, Sioux, Northern Ute, and Hallwa-Saponi Tribes. Their music is all northern style singing. Tha Tribe’s latest release in early 2008 features four Ojibwe Women’s songs in memory of their fellow friend and singer. <a href=""https://www.last.fm/music/Tha+Tribe"">Read more on Last.fm</a>",3620,24312,Eyabay,Warscout,Mandaree
Klyd,hip hop,track,Club Hip Hop,2000,6PVXyyP8pZjH9seUhZiUIL," <a href=""https://www.last.fm/music/KLYD"">Read more on Last.fm</a>",4,19,,,
Eric Cunningham,hip hop,track,Hop Swing,2000,5nsyx6PLkJM0M38R3cNKjr," <a href=""https://www.last.fm/music/Eric+Cunningham"">Read more on Last.fm</a>",6233,18897,Ratman,Aquarious,RoyGreen & Protone
Fugees,hip hop,track,Boof Baf,2000,5bMHV9AJXwSiE11geAdlTz,"The Fugees are an American hip hop trio formed in 1990 in South Orange, New Jersey. Deriving its name from a shortening of the word ""refugees"", the group consists of Wyclef Jean, Pras Michel, and Lauryn Hill. The group rose to prominence in the mid-1990s for their pioneering blend of reggae, R&B, funk and hip hop, which eschewed gangsta rap and made them one of the most significant alternative hip hop acts. They occasionally rapped in Haitian Creole <a href=""https://www.last.fm/music/Fugees"">Read more on Last.fm</a>",2092421,25761638,Lauryn Hill,Wyclef Jean,OutKast
