artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Pete Rock,hip hop,track,Hip Hopcrisy,2001,3kyURwnWehtgxU3hp6bBKE,"Rapper, DJ, and producer Pete Rock first emerged in 1991 as one half of a duo with C.L. Smooth, debuting with the All Souled Out EP. A hit LP, Mecca and the Soul Brother, followed before the two went their separate ways in the wake of 1994's The Main Ingredient, with Rock remaining a prolific studio presence prior to the release of his solo debut, Soul Survivor, on Loud/RCA four years later. Dropped from the label, he continued his career as an independent producer, and later signed to Rapster/BBE in 2001 for PeteStrumentals. <a href=""https://www.last.fm/music/Pete+Rock"">Read more on Last.fm</a>",553797,8211775,Pete Rock & C.L. Smooth,People Under the Stairs,Slum Village
dj honda,hip hop,track,HIP HOP 101,2001,6ucIBO0HcWC6H9P49Ecbca,"Honda Katsuhiro (aka DJ Honda) moved to Tokyo when he was 17 years old to pursue his dream of playing in an American influenced rock band. He started a band called, ""The Clique"" as the vocalist and guitarist. However, the band struggled and dj honda was forced to seek additional employment. He began djing at the popular nightclubs in a small nearby city, Shizuoka where he was first introduced to hip hop music and various turntable techniques, including scratching & beat juggling. <a href=""https://www.last.fm/music/DJ+Honda"">Read more on Last.fm</a>",112342,921703,Group Home,Smif-n-Wessun,Black Moon
Arianna Puello,hip hop,track,Sin Perdón,2001,0tz6mIrtWsJYAHlgxVh5s4,"Arianna Puello Pereyra or Ari is a Spanish rapper of Dominican descent. She lived in the Dominican Republic before moving to Salt (Girona, Catalonia, Spain) when she was 8 years old. She started out in the world of hip hop in 1993 when she recorded a song with a friend, and later joined a band with Bano known as N.O.Del KRIB (Nacidos Originalmente del Karibe). After they split up, she joined another band, Discípulos del Micro, but she had her first hit with a collaboration on El Meswy's first album, Mujer chunga. <a href=""https://www.last.fm/music/Arianna+Puello"">Read more on Last.fm</a>",18240,190050,KRS-One,Violadores del Verso,Mala Rodríguez
Toe King,hip hop,track,Nada para Mi,2001,68zKZpbhNgWS9sfJWZ16pZ," <a href=""https://www.last.fm/music/Toe+King"">Read more on Last.fm</a>",65,140,Perros Callejeros,ZEMO,Daddy Maza
Masstone,hip hop,track,Se Oye Se Oye,2001,7DQaM8ss4l9sI71QqitpcE," <a href=""https://www.last.fm/music/Masstone"">Read more on Last.fm</a>",200,1843,Juan Profundo,Mucho Muchacho,arte Mc
Zemo,hip hop,track,Sangre de Perros,2001,3jFq0eA3Zikyff63QmjBLq," <a href=""https://www.last.fm/music/ZEMO"">Read more on Last.fm</a>",633,5069,Ical Mosh,Fareed Saddi,YAPH
Lone Catalysts Featuring Talib Kweli And Rubix,hip hop,track,Due Process,2001,5KiDI9YhptlZWNABPuSmnL," <a href=""https://www.last.fm/music/Lone+Catalysts+Featuring+Talib+Kweli+And+Rubix"">Read more on Last.fm</a>",6491,19692,Apani B Fly,Paula Perry,Asheru Featuring Talib Kweli
Poison,hip hop,track,Poeta de Barrio,2001,6V3snkX8TFRSMxN7zZM0DS,"Poison are a glam metal band from Los Angeles, California, formed by drummer Rikki Rockett and singer Bret Michaels in 1983. Their first band together was called the Spectres. They left the Spectres and started Paris with bassist Bobby Dall. They then moved to Los Angeles, where they parted ways with guitarist Matt Smith. Many people tried out for Poison's vacant lead guitar spot, including soon-to-be Guns N' Roses lead axeman Slash. After hiring C. <a href=""https://www.last.fm/music/Poison"">Read more on Last.fm</a>",1084692,14027042,Warrant,Cinderella,Ratt
Hablando En Plata,hip hop,track,La Rebelión de las Máquinas,2001,7tPxnQOfp1UH0sEJIUPHAj,"Spanish horrorcore group formed in Málaga, Spain by Juan Peralta aka RAYKA, Rafael Fernández aka Capaz, Miguel Angel Soler aka El Sicario and the DJ Sr. Narko. <a href=""https://www.last.fm/music/Hablando+En+Plata"">Read more on Last.fm</a>",6277,183656,Elphomega,Capaz,Juaninacka
DJDown,hip hop,track,Intro,2001,6v5z29dzFi076gygCOUMlf," <a href=""https://www.last.fm/music/DJDown"">Read more on Last.fm</a>",80,118,ZEMO,Perros Callejeros,Pachecos
Duo Kie,hip hop,track,Rap Sumo,2001,5cDkwdiDWewLtkFHyMLazE,"Duo Kie nace en 1998 como consecuencia de la amistad que surgió entre Locus y Nerviozzo, tras un colaboración entre ambos en 1997, gracias a Kool Dj X, Dj de Nerviozzo por aquel entonces. Ambos habían desarrollado su carrera en solitario habiendo publicado un disco cada uno. El primer disco juntos se tituló ""2000 y pico"", si bien todavía no se llamaba Duo Kie, sino que el disco se publicó con los nombres de ""Nerviozzo + Locus Amenus"". Así <a href=""https://www.last.fm/music/Duo+Kie"">Read more on Last.fm</a>",12718,322690,A3bandas,Xhelazz,Falsalarma
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Mandragora,2001,3ibJ7dIpPLW5m9M5ckyc5D," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Method Man,hip hop,track,All I Need - Remix,2001,3PrUUDZyhS33bz6gITQK5p,"Method Man (born Clifford Smith, 2 March 1971 in Hempstead, Long Island, New York) is an American rapper and member of the hip-hop collective, Wu-Tang Clan. He is also well-known for his work both as a solo artist and with frequent collaborator Redman, as well as for recent forays into acting. Method Man spent a childhood split between separated parents in Long Island and Staten Island, and in an apparent precursor to his career in hip hop was introduced both to playing drums and to poetry by his father. <a href=""https://www.last.fm/music/Method+Man"">Read more on Last.fm</a>",1032532,13677830,Method Man & Redman,Wu-Tang Clan,Inspectah Deck
Perros Callejeros,hip hop,track,Alter Ego,2001,17SyoCOtq6FByMmGa9qxAb," <a href=""https://www.last.fm/music/Perros+Callejeros"">Read more on Last.fm</a>",858,12322,A3bandas,Priteo,Científico
Zemo,hip hop,track,Seguir Soñando,2001,0udjA6gnC0eqDxYwZRwXXG," <a href=""https://www.last.fm/music/ZEMO"">Read more on Last.fm</a>",633,5069,Ical Mosh,Fareed Saddi,YAPH
Daddy Maza,hip hop,track,Veneno,2001,3QhWnCRRWXMbsOeKYyQu3H," <a href=""https://www.last.fm/music/Daddy+Maza"">Read more on Last.fm</a>",648,3373,Mr. Rango,Chulito Camacho,Swan Fyahbwoy
Sólo Los Solo,hip hop,track,Bugasistema,2001,1CyMHSaGyxP8vilwdTVu0u,"Solo los Solo was a hip hop collective from Barcelona, formed by Juan Solo (MC) and Griffi (DJ)/(Productor). They have released 3 albums, 2 of them in their own label, Del Palo. The band was formed in 1997. They are famous for introducing Spanish sounds in their tracks and creating a more danceable, less hardcore hip hop compared to most Spanish artists. Officially disbanded in 2009 <a href=""https://www.last.fm/music/+noredirect/S%C3%B3lo+Los+Solo"">Read more on Last.fm</a>",24381,238778,Chacho Brodas,Tremendo,El Meswy
Fill Black,hip hop,track,Pa Mi Gente,2001,59YwfWCc86bHoUVzicIaRY," <a href=""https://www.last.fm/music/Fill+Black"">Read more on Last.fm</a>",572,4722,El Payo Malo,Jefe de la M,Mucho Muchacho
FRANK T,hip hop,track,Muestra el Talento,2001,3h3NVpDlvOO1ISNh3byN8I,"One of the most important artists in Spanish hip hop. Started its career in 1988 with ""Madrid Hip Hop"", one of the first Spanish hip hop songs, and in the mid-nineties he recorded the LP ""Madrid Zona Bruta"" with El Club de los Poetas Violentos. From 1996 he launched a solo career, republishing old songs in ""Konfusional"". He has published several LPs, ""Los pájaros no pueden vivir en el agua por que no son peces"", ""Frankattack"", ""90 Kilos"" and ""Sonrían por favor"", defining his style that he calls ""Rap serio"" (""Serious rap""). <a href=""https://www.last.fm/music/Frank+T"">Read more on Last.fm</a>",27392,308620,Sólo Los Solo,Dogma Crew,Falsalarma
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Salud y virtud (con Hate),2001,0brzSa9vKWn2QuiozGnwUt," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Perros Callejeros,hip hop,track,Vidas Perras,2001,4MkoMDi68Nxr5qOxYLwmO0," <a href=""https://www.last.fm/music/Perros+Callejeros"">Read more on Last.fm</a>",858,12322,A3bandas,Priteo,Científico
ToteKing,hip hop,track,Putas del Rap,2001,4rrWIvqThRVLiTFHZs0FYj,"Manuel Gonzalez Rodríguez artistically known as ToteKing is a Spanish rapper from Sevilla, born in December 13th, 1978. His profesional career started with La alta escuela and later on with his brother, Shotta, publishing do have an album together (Tu madre es una foca). His first album, Música para enfermos (published in 2003 with support from Frank T) sold more than 20,000 copies. In 2006 he stroke back with his second LP Un tipo cualquiera, and in 2008 published the third, T.O.T.E.. <a href=""https://www.last.fm/music/Toteking"">Read more on Last.fm</a>",38408,1133828,SFDK,El Chojin,Violadores del Verso
El Payo Malo,hip hop,track,Volver a los Días,2001,1OJQP6C7MEpbyl6CzdSGCq,"PAYO MALO, granadino de nacimiento y afincado desde siempre en Terrassa, parte del cinturón de hip hop de Barcelona, es ya un mc de 30 años con una sólida carrera ya a sus espaldas. En Mayo de 1999 publica su primer maxisingle Tropiezos y Pasos producido por GRIFFI (Solo Los Solo). PAYO MALO se gana el respeto de los mcs y bboys españoles y la admiración de los fans de este genero. Su segundo maxisingle In depleis tuvy, también producido por GRIFFI <a href=""https://www.last.fm/music/El+Payo+Malo"">Read more on Last.fm</a>",3016,23370,Juaninacka,VKR,Hablando En Plata
Morodo,hip hop,track,Pilla Cacho,2001,5ZpyelaNseiOvLjcRKtjvX,"Morodo is a reggae or ragga singer from Madrid,Spain. He started in the music more influenced by Hip Hop but as time passes his style has changed an now he can be considered as reggae music. He has two official discs named OZMLStyle and Cosas que contarte. In his tours he has a backing band from Barcelona called Ranking Soldiers. <a href=""https://www.last.fm/music/Morodo"">Read more on Last.fm</a>",51700,1126745,Cañas! & Jahvy .,Mr. Rango,Chulito Camacho
Sólo Los Solo,hip hop,track,Supra B-Boy 2015,2001,3SqdfyGJNWjy1FcGIm1Is2,"Solo los Solo was a hip hop collective from Barcelona, formed by Juan Solo (MC) and Griffi (DJ)/(Productor). They have released 3 albums, 2 of them in their own label, Del Palo. The band was formed in 1997. They are famous for introducing Spanish sounds in their tracks and creating a more danceable, less hardcore hip hop compared to most Spanish artists. Officially disbanded in 2009 <a href=""https://www.last.fm/music/+noredirect/S%C3%B3lo+Los+Solo"">Read more on Last.fm</a>",24381,238778,Chacho Brodas,Tremendo,El Meswy
Juan Profundo,hip hop,track,Estilo Propio,2001,4sfhyTtvtOwiUb945HpMj2," <a href=""https://www.last.fm/music/Juan+Profundo"">Read more on Last.fm</a>",1065,13969,Jefe de la M,Jotamayúscula,Falsalarma
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Babilonia,2001,2raXcPq1dADsY0u9QNXFog," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Lin Que,hip hop,track,Let It Fall,2001,4lD2Tahm75anCbAilasvhu,"Lin Que (born Linque Ayoung in Queens, New York) is a female hip-hop artist. Lin Que was a member of hip hop group X-Clan as Isis. She released her debut album Rebel Soul while affiliated with X Clan in 1990. Lin Que left X-Clan to work with MC Lyte. No longer Isis, she rhymed as Lin Que and released a couple of singles for SME Records and Elektra Records. She eventually went into A&R work and graphic design, and she appeared briefly in Spike Lee's He Got Game and Ted Demme's Who's the Man? <a href=""https://www.last.fm/music/Lin+Que"">Read more on Last.fm</a>",5864,30276,Mama Mystique,Heather B.,Call O' Da Wild
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Kreyentes,2001,1R218JibDZeCkWpLPAjqcU," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Babilonia,2001,343eh1dFEJnrhuO3sOKFe3," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
DJ Tomekk,hip hop,track,"Return of Hip Hop (Ooh, Ooh)",2001,2fgT28AA8sYABLZCacApVF,"Tomasz Kuklicz a.k.a. DJ Tomekk (born October 11, 1976 in Kraków, Poland) is a Polish-born, German-based hip hop DJ. His hits feature rappers like Ice-T, Fatman Scoop, Khia, Xzibit, Fler, Sido, Kurupt, Lil' Kim, KRS-One, Flavor Flav and GZA. DJ Tomekk's first album was called Return of Hip Hop and was followed by Beat of Life and Numma Eyns (Number One). He took part in the third series of German reality show Ich bin ein Star – Holt mich hier <a href=""https://www.last.fm/music/DJ+Tomekk"">Read more on Last.fm</a>",53683,383372,Samy Deluxe,Beginner,Massive Töne
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,G.A.T.O.S.,2001,51S9IMhjloBTwNHdHqs03b," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Cuando éramos reyes,2001,3BxydOz01GJLZHInVrRvUh," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
World Renown,hip hop,track,How Nice I Am,2001,2cnc5oQtqOkZqLUO2SEzIR,"World Renown are a hip hop duo from Queensbridge, New York. Duo consisting of Seven Shawn (Cousin of K-Def) and John Doe (Cousin of Marley Marl). Their 1995 album ""World Renown"" got shelved by Warner Brothers, even though it received a 3.5 mics review in The Source. The album is said to be reissued some time in 2009. <a href=""https://www.last.fm/music/World+Renown"">Read more on Last.fm</a>",12022,57535,Ill Biskits,Street Smartz,Jemini The Gifted One
Gina Thompson,hip hop,track,The Things You Do,2001,5tRofou8h6rtCLQRNy4cUZ,"Nobody Does It Better was Gina Thompson's first album. Released in 1996, it featured production by Missy Elliott and Diddy, and featured appearances by Elliott, Diddy, and Craig Mack, among others. Her first single from the album, ""The Things That You Do"", was a success, peaking at number 41 on the Billboard Hot 100 charts, and number 12 on Billboard's Hot R&B/Hip-Hop Singles & Tracks chart. The album itself peaked at number 36 on The Billboard 200 album chart, and was certified Platinum by the RIAA in 1998. <a href=""https://www.last.fm/music/Gina+Thompson"">Read more on Last.fm</a>",14178,68187,Cole Davis,Olivia Longott,RnB
Ike Reilly,hip hop,track,Hip Hop Thighs #17,2001,59WB5HF4HD4LZmaiw19DCM,"Ike Reilly (born Michael Christopher Reilly on 27 December 1963 in Naval Station, Great Lakes) is an American singer-songwriter, musician, and writer as well as frontman and founder of the rock band The Ike Reilly Assassination. If you're looking for glossy pop, this ain't it. Ike and his Assassination reel off ""real-rock"", tune after tune. Lyrically rough and sharp, but poignant and intellectual. If you like fun, witty, and sometimes coarse (yet still smart) harder alt. <a href=""https://www.last.fm/music/Ike+Reilly"">Read more on Last.fm</a>",8097,128320,The Ike Reilly Assassination,Ass Ponys,Sean Na Na
James Last,hip hop,track,Hip Hop Polka,2001,25Pf0oJvRKo37DfHyGs7al,"James Last (Hans Last, * April 17, 1929 in Bremen, † June, 9, 2015 in Florida) was a German composer and big band leader with a large fan base in Europe and world-wide. Last's trademark was arranging pop hits in a big-band style; his series of ""party albums"" is equally well-known. Over the course of his career, he has sold well over 100 million albums. Last learned how to play piano as child, switching to bass as a teenager. He joined Hans-Gunther Oesterreich's Radio Bremen Dance Orchestra in 1946, when he was 17 years old. <a href=""https://www.last.fm/music/James+Last"">Read more on Last.fm</a>",183928,2062505,Bert Kaempfert,Paul Mauriat,Franck Pourcel
Vanilla Ice,hip hop,track,Hip Hop Rules,2001,4IIbd5pGbHWfMdaGUWnK4Q,"Robert Matthew Van Winkle (born October 31, 1967), best known by his stage name Vanilla Ice is an American rapper. Born in Dallas, Texas, United States, and raised in Texas and South Florida, Van Winkle started his musical career in 1988 and released his debut album, 'Hooked', in 1989 through Ichiban Records. He soon signed a contract with SBK Records, which released a reformatted version of that album under the title 'To the Extreme'. Van Winkle's single ""Ice Ice Baby"" was the first hip-hop single to top the Billboard charts <a href=""https://www.last.fm/music/Vanilla+Ice"">Read more on Last.fm</a>",793180,3675728,MC Hammer,Salt-N-Pepa,Kris Kross
Dee Nasty,hip hop,track,Hip Hop Tradition (In Action),2001,5MBLikRTZvbUOHXy6P3Xgz,"Daniel ""Dee Nasty"" Efferne began his DJ'ing career back in 1981 after discovering Hip-Hop back in 1979. By 1985, he was already forming a formidable reputation both promoting and producing Hip Hop music. By 1987 he became internationally recognized at the World DMC Championships. He was also DMC Champion of France from 1986 to 1988. He followed up with becoming the European DMC Champion in 1990. He has continued to work in the French Hip-Hop scene featuring prominently on many releases. <a href=""https://www.last.fm/music/Dee+Nasty"">Read more on Last.fm</a>",3226,22289,Crazy B & Faster Jay,Triptik,Tout Simplement Noir
Peja,hip hop,track,Nie-kocham hip-hop,2001,0q7doRt34SFLoUuC8WgLPW,"Ryszard ""Peja"" Andrzejewski (born September 17, 1976 and known under the pseudonyms Rychu, Onomato, Sykuś, and Dr Pager) is a Polish rap musician, songwriter and producer. He is one of Poland's most popular rappers, best known as the frontman of the Polish rap group Slums Attack. Peja was the recipient of the Fryderyk prize in 2002. Peja comes from Poznan, Poland. During his underground career in the 90's he wrote song Lech Poznań about the football club from his city. <a href=""https://www.last.fm/music/Peja"">Read more on Last.fm</a>",71129,2783250,Hemp Gru,Chada,Trzeci Wymiar
En Vogue,hip hop,track,Hold On - Hip Hop Remix,2001,0Q2Z8dRNchX70gcak5XJKb,"En Vogue is an American vocal girl group formed in Oakland, California, in 1989. The original lineup included singers Terry Ellis, Dawn Robinson, Cindy Herron, and Maxine Jones. Their debut album, ""Born to Sing"" (1990), featured the single ""Hold On,"" which reached number two on the US Billboard Hot 100 chart. Their second album, ""Funky Divas"" (1992), achieved top 10 status in both the US and UK and included the hit singles ""My Lovin' (You're Never Gonna Get It) <a href=""https://www.last.fm/music/En+Vogue"">Read more on Last.fm</a>",614143,4563976,Monica,Toni Braxton,Shola Ama
DJ Tomekk,hip hop,track,Girls,2001,7dYcXQHkoGTy2BaDt4aYB2,"Tomasz Kuklicz a.k.a. DJ Tomekk (born October 11, 1976 in Kraków, Poland) is a Polish-born, German-based hip hop DJ. His hits feature rappers like Ice-T, Fatman Scoop, Khia, Xzibit, Fler, Sido, Kurupt, Lil' Kim, KRS-One, Flavor Flav and GZA. DJ Tomekk's first album was called Return of Hip Hop and was followed by Beat of Life and Numma Eyns (Number One). He took part in the third series of German reality show Ich bin ein Star – Holt mich hier <a href=""https://www.last.fm/music/DJ+Tomekk"">Read more on Last.fm</a>",53683,383372,Samy Deluxe,Beginner,Massive Töne
G&G Sindikatas,hip hop,track,Darome Hip-Hop,2001,1rmxDPZ387nvf3E51rsbVe,"G&G Sindikatas is a lithuanian hip hop crew that is active since 1996. The group has released 5 albums to date: Tavo Sielos Vagiz, Betono Sakmės, Gatves Lyga, Alchemija and Išvien. G&G Sindikatas consists of 5 members - 3 MCs: Svaras, Kastetas, Pushaz, producer Donciavas and a DJ - DJ Mamania. G&G Sindikatas have been a part of the Lithuanian hip-hop scene for 11 years already. In the very beginning, the band consisted of 2 MC's (Svaras & Giga) laying rhymes down on the music produced by Exem <a href=""https://www.last.fm/music/G&G+Sindikatas"">Read more on Last.fm</a>",18440,799804,Pushaz,Andrius Mamontovas,Marijonas Mikutavičius
DJ Tomekk,hip hop,track,"1, 2, 3... Rhymes Galore",2001,6gThYAyFD8FdBuQWfDsQ8K,"Tomasz Kuklicz a.k.a. DJ Tomekk (born October 11, 1976 in Kraków, Poland) is a Polish-born, German-based hip hop DJ. His hits feature rappers like Ice-T, Fatman Scoop, Khia, Xzibit, Fler, Sido, Kurupt, Lil' Kim, KRS-One, Flavor Flav and GZA. DJ Tomekk's first album was called Return of Hip Hop and was followed by Beat of Life and Numma Eyns (Number One). He took part in the third series of German reality show Ich bin ein Star – Holt mich hier <a href=""https://www.last.fm/music/DJ+Tomekk"">Read more on Last.fm</a>",53683,383372,Samy Deluxe,Beginner,Massive Töne
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,La peña va de digna,2001,6UdgxooiM5cEJvsU7Fmp21," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Mad Skillz,hip hop,track,Skillz In '95,2001,4OhWI78haDXWlTteHk0jkd,"Skillz (formerly Mad Skillz, born Donnie Shaquan Lewis in Richmond, Virginia) is an American rapper. Known as a talented freestyle rapper, Skillz has not received widespread acclaim outside of the hip-hop community, but within it is considered one of its best performers. He first made a name for himself by finishing in second place in a national freestyle competition in 1992, which resulted in a recording contract with Atlantic Records. Skillz' Atlantic debut <a href=""https://www.last.fm/music/Mad+Skillz"">Read more on Last.fm</a>",31981,217507,Group Home,Large Professor,Mic Geronimo
DJ Tomekk,hip hop,track,Ich lebe für Hip Hop - Teil2: Juice Crew Saga,2001,60ES6qe29vXSUkK9U0Wj8V,"Tomasz Kuklicz a.k.a. DJ Tomekk (born October 11, 1976 in Kraków, Poland) is a Polish-born, German-based hip hop DJ. His hits feature rappers like Ice-T, Fatman Scoop, Khia, Xzibit, Fler, Sido, Kurupt, Lil' Kim, KRS-One, Flavor Flav and GZA. DJ Tomekk's first album was called Return of Hip Hop and was followed by Beat of Life and Numma Eyns (Number One). He took part in the third series of German reality show Ich bin ein Star – Holt mich hier <a href=""https://www.last.fm/music/DJ+Tomekk"">Read more on Last.fm</a>",53683,383372,Samy Deluxe,Beginner,Massive Töne
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Sucedio'n Madrid,2001,7lt3IUquXNAxzL3pfuBydf," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Galeria de héroes,2001,2lDdZSJZRU0gFhWfvEZygI," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Kris Kross,hip hop,track,Live And Die For Hip Hop - Remix,2001,6G6lpRKn0FHTGB87HktDwp,"Kris Kross were a hip-hop duo that formed in 1990 in Atlanta, Georgia, United States. The group consisted of Chris ""Mac Daddy"" Kelly (born August 11, 1978- May 1, 2013) and Chris ""Daddy Mac"" Smith (born Atlanta, January 10, 1979). They're best known for their single ""Jump"", which reached #1 on the Billboard Hot 100 in 1992. The group had three further Top 20 hit singles in the United States - ""Warm it Up"", ""Alright"" and ""Tonite's tha Night"" - before disbanding in 1996. <a href=""https://www.last.fm/music/Kris+Kross"">Read more on Last.fm</a>",433628,2011448,Tag Team,Da Brat,Naughty By Nature
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Entre sirenas,2001,5nNFSsaidX1LdegD86IBV7," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Poder para el pueblo,2001,443cyJzPnfyHheh9XqU059," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
JINUSEAN,hip hop,track,Hip-Hop Seoul,2001,025Oii7W1GMMnRGdCNag9K,"Jinusean is a well-known Korean hip hop duo. The duo is made up by Kim Jin-woo (김진우) and Noh Seung-hwan (노승환). The duo aimed to combine English and Korean lyrics with hip hop and funk. Shortly after their creation, Jinusean finally debuted in 1997 with their first song, ""Gasoline."" The two have released five albums: ""Jinusean Bomb"" in June 1997, ""The Real"" in January 1998, ""태권 V"" (Tae kwon V) in March 1999, ""The Reign"" in February 2001, and ""노라보세"" in 2004. <a href=""https://www.last.fm/music/Jinusean"">Read more on Last.fm</a>",20245,269311,1TYM,H.O.T,Sechskies
Ilvyris,hip hop,track,Hip-Hop,2001,2oe3AYLKxlLhZLmHo1E6x0," <a href=""https://www.last.fm/music/Ilvyris"">Read more on Last.fm</a>",63,222,Head ResiNators,hardcore reps,Olympx
JINUSEAN,hip hop,track,"Hip-Hop Seoul (feat. Chino XL, Masta Wu & Teddy)",2001,6bnABfzcXAnxfNL7WnT044,"Jinusean is a well-known Korean hip hop duo. The duo is made up by Kim Jin-woo (김진우) and Noh Seung-hwan (노승환). The duo aimed to combine English and Korean lyrics with hip hop and funk. Shortly after their creation, Jinusean finally debuted in 1997 with their first song, ""Gasoline."" The two have released five albums: ""Jinusean Bomb"" in June 1997, ""The Real"" in January 1998, ""태권 V"" (Tae kwon V) in March 1999, ""The Reign"" in February 2001, and ""노라보세"" in 2004. <a href=""https://www.last.fm/music/Jinusean"">Read more on Last.fm</a>",20245,269311,1TYM,H.O.T,Sechskies
E2c,hip hop,track,Hip-Hop Soldiaz,2001,5wCS95V4j2d28rmzVFO2S6," <a href=""https://www.last.fm/music/E2C"">Read more on Last.fm</a>",86,194,"Alcide H feat. Ary Arafat 69, Djaka",Serum feat. Dadoo,Alcide H
Das EFX,hip hop,track,Real Hip-Hop - Pete Rock Remix,2001,3gkd8fWlz6f7s1fbnJfYWS,"The duo “Das EFX” emerged in 1991 from the well-established East Coast Hip-Hop scene. The group is composed of Willie “Skoob” Hines and Andre “Krazy Drayz” Weston. With their first album “Dead serious” released in 1992, the group creates a mini-revolution by using an ultra-fast rap associated with funky beats. The album was a commercial success. The following year, Das EFX released their second LP “Straight up Sewaside"", “Hold it down” in 1995, and “Generation EFX” in 1998. <a href=""https://www.last.fm/music/Das+EFX"">Read more on Last.fm</a>",310277,2897161,EPMD,Lords of the Underground,Blahzay Blahzay
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Asi es... - Brutus,2001,5phkFZoZOiUORJVR9BcVO3," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,No hay kien,2001,1it7F01BPC7EeNo4nIzZDW," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Drivers,2001,3M5zYFNlhyOde4rbYG3ogl," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
Los Verdaderos Kreyentes de la Religión del Hip Hop,hip hop,track,Hora bunta,2001,1O8yJswbX1ScNnbAi1A1jI," <a href=""https://www.last.fm/music/+noredirect/Los+verdaderos+kreyentes+de+la+religi%C3%B3n+del+hip+hop"">Read more on Last.fm</a>",457,6288,CPV,995,7 Notas 7 Colores
